,52W High,52W Low,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Gross Margin,Income,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,P\/B,P\/C,P\/S,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volume,Day 1,Day 2,Day 3,Day 4,Day 5,Week,Month
DDD_11-06-2017,23.7,8.7,0.73,2530000.0,1.61,5.53,1.2,-0.053399999999999996,2.6,11-06-2017,0.01,-0.46,1.7333,-0.765,0.1,0.06,0.29,-0.22399999999999998,0.941,Oct 31 AMC,2445.0,0.47600000000000003,-50800000.0,Computer Peripherals,0.019,-0.0383,0.601,0.0313,0.01,1040000000.0,-0.07,Yes,1.63,7.48,1.63,-0.5271,-0.3448,-0.3063,-0.221,-0.3236,-0.3331,8.99,8.51,-0.08,1.9,-0.059000000000000004,-0.08,-0.059000000000000004,26.1,3.1,3.33,-0.2702,-0.46619999999999995,-0.3267,634.70M,-0.022000000000000002,0.22399999999999998,Technology,0.2634,11.41,Yes,109580000.0,115130000.0,15.4,DDD,647105,-0.010575793184488869,0.02232667450058745,0.01762632197414815,0.008225616921269108,-0.062279670975323054,0.0668,0.048799999999999996
DDD_11-20-2017,23.7,7.92,0.57,2570000.0,1.61,5.53,1.21,0.09949999999999999,2.6,11-20-2017,0.01,-0.46,5.4,-0.765,0.1,0.01,0.2,-0.22399999999999998,0.941,Oct 31 AMC,2445.0,0.47600000000000003,-50800000.0,Computer Peripherals,0.018000000000000002,-0.0294,0.622,0.06860000000000001,0.01,949590000.0,-0.07,Yes,1.51,6.87,1.5,-0.6277,-0.2729,-0.3136,-0.046900000000000004,-0.3725,-0.4077,8.34,9.17,-0.08,1.9,-0.059000000000000004,-0.08,-0.059000000000000004,41.53,3.4,6.35,-0.0626,-0.4097,-0.2205,634.70M,-0.022000000000000002,0.22399999999999998,Technology,0.29309999999999997,12.52,Yes,109580000.0,113860000.0,9.68,DDD,1251278,-0.09269356597600864,-0.013086150490730586,-0.03271537622682663,-0.025081788440567077,,0.0451,0.055099999999999996
DDS_11-09-2017,83.44,45.51,1.93,745470.0,1.18,54.58,4.65,0.055999999999999994,1.6,11-09-2017,0.51,3.93,0.053399999999999996,-2.6630000000000003,-0.11199999999999999,0.32,3.75,-0.10400000000000001,-0.28600000000000003,Nov 09,21600.0,0.348,128900000.0,Department Stores,0.156,-0.0078000000000000005,,-0.011399999999999999,0.35,1480000000.0,0.040999999999999995,Yes,0.93,10.97,0.23,0.068,-0.0152,-0.17309999999999998,-0.0091,-0.1862,-0.1812,51.02,53.88,0.02,0.2,0.032,0.076,0.09,52.59,3.6,2.72,0.0342,-0.0341,-0.018799999999999997,6.31B,-0.017,0.0,Services,0.353,9.82,Yes,20740000.0,29050000.0,47.75,DDS,145714,0.04974016332590936,0.013363028953229383,-0.017631774313288884,-0.00037119524870088405,0.04008908685968815,0.0347,0.035
DEPO_11-02-2017,24.0,4.69,0.3,1670000.0,1.17,3.38,1.8,-0.052199999999999996,0.8,11-02-2017,3.0,-1.79,0.4839,-1.474,0.25,0.11,0.65,-0.258,-0.149,Nov 06 AMC,490.0,0.8109999999999999,-110700000.0,Drug Manufacturers - Other,0.012199999999999999,-0.2724,0.965,0.0269,2.73,336360000.0,0.02,Yes,1.53,2.88,0.79,-0.5363,-0.15109999999999998,-0.4697,0.0039000000000000003,-0.7131000000000001,-0.7713,5.17,4.9,-0.26,0.7,-0.09300000000000001,-0.45,0.0,38.58,3.0,0.46,-0.0719,-0.5447,-0.15039999999999998,425.30M,-0.139,0.27899999999999997,Healthcare,0.17600000000000002,6.56,Yes,62220000.0,65060000.0,9.69,DEPO,57728,0.02244897959183656,0.1367346938775511,0.28163265306122454,0.30612244897959173,0.18367346938775508,0.063,0.0557
DFIN_11-02-2017,27.08,18.02,0.48,255830.0,,5.09,0.24,-0.0537,1.7,11-02-2017,3.16,1.15,0.1307,-0.49,0.025,0.18,1.84,,-0.44,Nov 02 BMO,3600.0,0.36700000000000005,37500000.0,Business Services,0.008,0.0,0.8759999999999999,-0.0159,3.15,709420000.0,0.094,Yes,4.15,87.58,0.71,-0.0378,-0.060899999999999996,-0.0361,-0.02,-0.0809,0.0024,21.12,19.99,0.037000000000000005,1.6,0.039,0.306,0.10099999999999999,32.68,2.3,3.09,-0.0705,-0.0872,-0.0625,1.00B,-0.026000000000000002,-0.028999999999999998,Services,0.0349,4.26,Yes,31300000.0,33590000.0,28.67,DFIN,58834,-0.02701350675337666,-0.03951975987993994,-0.07903951975987988,-0.08704352176088037,-0.06703351675837921,0.0218,0.0212
DIN_11-09-2017,88.0,36.71,1.32,334640.0,0.55,14.19,6.24,0.10769999999999999,1.4,11-09-2017,5.58,4.49,0.0408,-0.188,0.039,0.9,4.54,0.065,-0.034,Nov 09 BMO,500.0,0.59,80000000.0,Restaurants,0.003,1.5809,0.946,-0.0003,5.53,773710000.0,0.21899999999999997,Yes,3.03,6.89,1.24,-0.17,-0.046799999999999994,0.1069,-0.0958,-0.4421,-0.4482,42.96,47.58,0.129,1.4,0.036000000000000004,0.318,0.059000000000000004,58.9,2.6,4.06,0.0393,-0.0197,0.1026,621.60M,-0.032,-0.1,Services,0.1844,9.68,Yes,17560000.0,18010000.0,50.67,DIN,97784,-0.03341740226986123,-0.04939050021017233,-0.07250945775535933,-0.05422446406052961,-0.04413619167717531,0.0355,0.0265
DISCA_11-02-2017,30.25,18.6,0.46,3970000.0,1.58,14.39,0.55,-0.09970000000000001,1.9,11-02-2017,1.5,1.88,0.1251,-0.034,0.1003,0.54,2.49,-0.07,0.242,Nov 02 BMO,7000.0,0.624,739000000.0,CATV Systems,0.006999999999999999,0.0125,,0.0027,1.48,7150000000.0,0.301,Yes,1.33,34.7,1.09,-0.2805,-0.1101,-0.2255,-0.0052,-0.301,-0.2571,19.16,17.25,0.11199999999999999,1.9,0.047,0.139,0.11800000000000001,22.93,2.9,6.29,-0.12619999999999998,-0.32170000000000004,-0.1746,6.59B,0.022000000000000002,0.09300000000000001,Services,0.1072,9.6,Yes,355890000.0,373090000.0,24.77,DISCA,1858527,-0.028405797101449193,-0.0394202898550724,0.00927536231884063,0.003478260869565153,-0.02376811594202899,0.0254,0.024399999999999998
DISH_11-06-2017,66.5,46.07,1.13,2170000.0,1.09,11.24,5.1,0.0541,0.6,11-06-2017,3.29,2.2,0.0799,-0.9059999999999999,-0.047,0.59,2.35,-0.022000000000000002,0.898,Nov 09 BMO,16000.0,0.29600000000000004,1070000000.0000001,CATV Systems,0.003,-0.019,,-0.0014000000000000002,2.88,22500000000.0,0.128,Yes,4.28,9.43,1.52,-0.21559999999999999,-0.1103,-0.19940000000000002,0.034,-0.1702,-0.1247,48.07,50.67,0.07200000000000001,0.6,0.037000000000000005,0.221,0.065,53.24,2.7,3.56,0.0319,-0.1545,-0.034,14.79B,-0.057,0.028999999999999998,Services,0.0676,6.87,Yes,220180000.0,468050000.0,72.65,DISH,592972,-0.01874876652851787,0.019538188277086865,-0.003355042431419042,-0.010459838168541569,-0.02013025458851403,0.0285,0.0233
DISH_11-09-2017,66.5,46.07,1.34,2280000.0,1.09,11.24,5.1,0.0601,0.6,11-09-2017,3.29,2.2,0.0799,-0.9059999999999999,-0.047,0.59,2.35,-0.022000000000000002,0.898,Nov 09 BMO,16000.0,0.29600000000000004,1070000000.0000001,CATV Systems,0.003,-0.019,,-0.0014000000000000002,2.88,22810000000.0,0.128,Yes,4.34,9.56,1.54,-0.20929999999999999,-0.0574,-0.16260000000000002,-0.0008,-0.1588,-0.14029999999999998,48.73,51.66,0.07200000000000001,0.6,0.037000000000000005,0.221,0.065,56.65,2.7,2.99,0.0579,-0.1353,-0.006999999999999999,14.79B,-0.057,0.028999999999999998,Services,0.0676,6.54,Yes,220180000.0,468050000.0,72.65,DISH,489402,-0.02245451025938827,-0.029423151374370793,-0.03890824622531941,-0.02071234998064253,-0.023809523809523725,0.0281,0.025099999999999997
DKS_11-15-2017,62.8,23.88,1.09,3590000.0,0.49,17.76,1.22,0.05,1.5,11-15-2017,0.1,2.8,-0.015300000000000001,0.268,0.0863,0.26,2.84,0.040999999999999995,-0.095,Nov 14 BMO,14600.0,0.29600000000000004,309700000.0,Sporting Goods Stores,0.006,0.0319,,-0.01,0.1,2760000000.0,0.057,Yes,1.44,20.98,0.33,-0.3871,0.0373,-0.0762,0.048799999999999996,-0.5181,-0.5797,25.59,26.87,0.037000000000000005,0.2,0.07200000000000001,0.161,0.14400000000000002,56.89,3.0,3.12,0.0441,-0.3073,0.0166,8.28B,0.096,0.087,Services,0.1491,3.5,Yes,84070000.0,107900000.0,30.69,DKS,776569,0.002605135839225836,0.0610346110904354,0.06363974692966123,0.06215109787867501,0.06177893561592862,0.057,0.0408
DLNG_11-24-2017,17.93,12.21,0.38,136720.0,1.08,7.57,2.1,0.055,3.1,11-24-2017,2.66,1.18,-0.16920000000000002,-1.305,0.01,0.17,0.78,0.24600000000000002,0.113,Nov 20,,0.799,40500000.0,Shipping,0.43939999999999996,0.0,0.20199999999999999,-0.1003,2.65,482910000.0,0.521,Yes,1.8,6.5,3.11,-0.0652,0.0405,-0.0508,0.08869999999999999,-0.1471,-0.1149,12.92,13.63,0.26,,0.037000000000000005,0.141,0.10099999999999999,60.17,2.1,1.97,0.0538,-0.0922,0.021,155.50M,-0.249,0.264,Services,0.011000000000000001,1.59,Yes,19860000.0,35430000.0,17.0,DLNG,268683,-0.0205429200293471,,,,,0.039,0.028999999999999998
DLTH_11-01-2017,38.19,16.01,0.59,202880.0,,3.66,0.04,-0.052300000000000006,2.5,11-01-2017,0.19,0.59,0.2138,0.182,0.2,0.01,0.85,,-0.374,Dec 05 AMC,409.0,0.5660000000000001,19100000.0,Apparel Stores,0.042,-0.0779,0.35200000000000004,0.025,0.17,676610000.0,0.077,Yes,5.64,483.3,1.64,-0.0115,0.0024,0.0683,0.0197,-0.1866,-0.239,20.66,19.58,0.046,0.3,0.11699999999999999,0.175,0.18600000000000003,44.25,2.1,8.08,-0.0213,-0.0275,-0.0167,411.60M,0.31,,Services,0.4435,20.91,Yes,9570000.0,32750000.0,25.4,DLTH,121902,-0.03421859039836561,-0.07814096016343197,-0.0847803881511745,-0.11899897854954022,-0.13738508682328898,0.029300000000000003,0.0301
DNB_11-02-2017,125.57,100.46,1.59,245970.0,1.27,-25.22,10.91,-0.0535,0.9,11-02-2017,,3.07,0.05,1.367,0.0587,1.58,7.4,-0.121,-0.508,Nov 01 AMC,4800.0,0.675,114100000.0,Information & Delivery Services,0.002,0.0,0.945,-0.0070999999999999995,,4300000000.0,0.163,Yes,,10.63,2.5,0.049400000000000006,-0.023700000000000002,0.0217,-0.0021,-0.0443,-0.062,115.94,109.74,0.064,0.9,0.05,-0.109,0.264,27.18,2.8,1.53,-0.0709,-0.0083,-0.0437,1.72B,0.017,-0.006,Technology,0.0139,2.09,Yes,36880000.0,37060000.0,115.8,DNB,27912,0.025423728813559476,0.036176416985602255,0.039183524694733185,0.03462730089302002,0.06160014579916173,0.0167,0.012199999999999999
DNOW_11-01-2017,23.53,11.31,0.38,1330000.0,0.9,10.92,0.9,-0.0915,2.8,11-01-2017,0.11,-1.55,2.269,0.615,,-0.03,0.33,-0.365,0.536,Nov 01 BMO,4600.0,0.17600000000000002,-167000000.0,Oil & Gas Equipment & Services,0.002,0.0236,,0.0031,0.11,1360000000.0,-0.057999999999999996,Yes,1.15,13.98,0.58,-0.28859999999999997,-0.0947,-0.0636,0.022000000000000002,-0.3884,-0.4193,12.52,11.38,-0.071,1.4,-0.1,-0.139,-0.18100000000000002,30.99,2.5,4.64,-0.1158,-0.2953,-0.10279999999999999,2.34B,0.299,0.051,Basic Materials,0.11130000000000001,8.84,Yes,105850000.0,108350000.0,16.82,DNOW,459862,-0.04130052724077338,-0.039543057996485165,-0.04130052724077338,-0.017574692442882345,-0.04481546572934991,0.0282,0.031400000000000004
DNN_11-27-2017,0.84,0.38,0.03,510820.0,1.36,0.33,0.07,-0.0711,3.7,11-27-2017,0.0,-0.03,0.33299999999999996,-1.198,,-0.01,-0.02,0.193,0.321,Nov 09 AMC,68.0,0.065,-13800000.0,Industrial Metals & Minerals,0.12,0.0,0.073,-0.12359999999999999,0.0,290450000.0,,Yes,1.57,7.94,25.7,0.1442,0.2998,0.14400000000000002,-0.057800000000000004,0.0049,0.10039999999999999,0.56,0.52,,3.5,-0.092,-0.126,-0.066,55.26,2.3,2.25,0.09050000000000001,0.005,0.1318,11.30M,-0.22899999999999998,-0.11699999999999999,Basic Materials,0.0163,15.86,Yes,498010000.0,561580000.0,1.03,DNN,1148009,,,,,,0.07690000000000001,0.0703
DNR_11-15-2017,4.29,0.91,0.14,7140000.0,3.35,1.32,0.0,-0.073,0.5,11-15-2017,6.07,-0.9,1.4865000000000002,1.018,,0.04,0.09,-0.308,0.792,Nov 07 BMO,897.0,,-349400000.0,Independent Oil & Gas,0.012,0.0,0.904,0.0042,5.91,761800000.0,-0.39799999999999996,Yes,1.35,7618.04,0.71,0.0533,0.5614,0.3906,0.0723,-0.5163,-0.39039999999999997,1.78,1.65,-0.325,0.5,-0.08,-0.701,-0.209,59.5,3.0,2.69,0.20010000000000003,-0.08539999999999999,0.2612,1.07B,0.05,-0.158,Basic Materials,0.1574,8.75,Yes,397250000.0,427980000.0,1.56,DNR,1335479,-0.024242424242424176,0.0121212121212122,0.024242424242424176,0.0060606060606061,0.048484848484848575,0.1153,0.09029999999999999
DOOR_11-08-2017,85.3,50.4,1.38,331390.0,1.37,22.88,1.38,0.0821,2.5,11-08-2017,0.7,3.22,0.1765,-0.16899999999999998,0.5,0.92,3.95,0.41,3.093,Nov 07 AMC,10200.0,0.204,98600000.0,General Building Materials,0.005,-0.0259,,0.005699999999999999,0.7,1900000000.0,0.076,Yes,2.76,45.61,0.96,-0.15990000000000001,-0.0816,-0.1333,-0.0604,-0.0418,0.1052,63.05,68.22,0.049,1.5,0.065,0.147,0.11699999999999999,56.96,2.2,1.03,0.023399999999999997,-0.059500000000000004,0.029500000000000002,1.98B,0.011000000000000001,0.033,Industrial Goods,0.029500000000000002,2.59,Yes,29160000.0,30090000.0,69.63,DOOR,24550,-0.034740545294635106,0.03562005277044866,0.0304895924948696,0.02242744063324542,0.045148050425095176,0.0288,0.019
DOVA_11-13-2017,29.99,16.98,1.38,105320.0,,-0.14,0.94,0.0592,0.8,11-13-2017,,-0.92,0.127,-0.067,,-0.35,-1.39,,,Nov 09 AMC,11.0,,-25700000.0,Biotechnology,0.03,,0.247,0.0462,,611090000.0,,No,,24.64,,,-0.1736,0.0605,-0.0729,0.16760000000000003,,23.13,24.5,,0.8,,,,43.06,1.3,0.31,-0.0435,0.0033,-0.0536,,,,Healthcare,0.302,23.42,Yes,8170000.0,26420000.0,31.0,DOVA,2502,0.010204081632652962,-0.07265306122448989,0.011020408163265216,0.08693877551020401,0.08244897959183661,0.0653,0.052300000000000006
DPLO_11-16-2017,21.99,12.25,0.82,522370.0,,9.47,0.38,-0.1605,1.3,11-16-2017,0.23,0.12,0.019799999999999998,-0.813,0.1693,0.16,0.82,0.18,0.013000000000000001,Nov 06 AMC,1737.0,0.076,7900000.0,Drugs - Generic,0.002,0.0,0.695,-0.0069,0.18,1350000000.0,0.005,Yes,2.01,49.59,0.3,0.0935,-0.0512,0.1728,-0.0725,0.5135000000000001,0.2546,19.07,16.01,0.002,0.8,0.006999999999999999,0.013000000000000001,0.047,26.53,2.6,8.23,-0.21899999999999997,-0.060899999999999996,-0.2148,4.48B,-0.048,0.41700000000000004,Healthcare,0.1353,12.63,Yes,48740000.0,70730000.0,20.2,DPLO,298678,-0.06745783885071843,-0.059337913803872655,0.023110555902560836,0.08182386008744524,0.05996252342286046,0.0265,0.0404
DQ_11-24-2017,49.78,18.01,2.5,155110.0,1.92,32.74,4.2,0.0789,0.6,11-24-2017,0.71,4.75,-0.2227,1.071,0.07,1.39,5.47,0.298,2.313,Nov 14 BMO,1813.0,0.363,50300000.0,Semiconductor Equipment & Materials,0.764,0.0,0.32899999999999996,-0.2077,0.34,519630000.0,0.364,Yes,1.63,12.7,2.0,1.3869999999999998,0.4857,1.1171,0.3381,1.7641999999999998,1.4642,49.45,53.35,0.243,0.5,0.09300000000000001,0.20600000000000002,0.113,79.15,2.3,2.29,0.30870000000000003,1.089,0.5313,260.20M,0.6459999999999999,-0.003,Technology,0.0395,0.75,Yes,2960000.0,9740000.0,39.1,DQ,355517,-0.037300843486410495,,,,,0.0801,0.0536
DRYS_11-06-2017,799680.0,0.98,0.48,8390000.0,2.09,1174.98,1.1,0.0797,8.7,11-06-2017,0.08,-955.89,,,0.1,,,-0.593,,Nov 29 AMC,2601.0,0.036000000000000004,-109100000.0,Shipping,0.6945,0.0,0.006,1.3453,0.07,417090000.0,,No,0.0,4.0,7.57,-0.9826,0.4346,2.3769,-0.08539999999999999,-0.9998,-0.9998999999999999,4.39,4.74,,8.4,-0.249,-0.45399999999999996,-2.2319999999999998,66.86,,5.93,0.2536,-0.9936,0.5326,55.10M,0.242,-0.455,Services,0.114,0.43,Yes,31850000.0,95010000.0,,DRYS,3820732,-0.10337552742616041,-0.13291139240506322,-0.14556962025316467,-0.18565400843881863,-0.20042194092827004,0.1506,0.12689999999999999
DRYS_11-22-2017,75734.4,0.98,0.44,5530000.0,2.1,1174.98,1.03,-0.0755,8.7,11-22-2017,0.08,-955.89,,,0.1,,,-0.593,,Nov 29 AMC,2601.0,0.036000000000000004,-109100000.0,Shipping,0.6945,0.0,0.024,,0.07,443900000.0,,No,0.0,4.26,8.06,-0.9588,0.141,0.37420000000000003,0.0817,-0.9998,-0.9998999999999999,4.37,4.04,,8.4,-0.249,-0.45399999999999996,-2.2319999999999998,53.56,,3.44,-0.0434,-0.9919,0.1726,55.10M,0.242,-0.455,Services,0.12390000000000001,0.71,Yes,31850000.0,101580000.0,,DRYS,1319502,-0.012376237623762387,0.01980198019801982,,,,0.069,0.12539999999999998
DRYS_11-03-2017,799680.0,0.98,0.46,8359999.999999999,2.04,1174.98,1.03,0.052300000000000006,8.7,11-03-2017,0.08,-6514.45,,,0.1,,,-0.593,,Nov 29 AMC,2601.0,0.036000000000000004,-109100000.0,Shipping,0.6945,0.0,0.006,1.1715,0.07,404080000.0,,No,0.0,3.88,7.33,-0.9834999999999999,0.278,1.9197,-0.1398,-0.9998999999999999,-0.9998999999999999,4.0,4.21,,8.4,-0.249,-0.45399999999999996,-2.2319999999999998,60.05,,1.69,0.129,-0.9945999999999999,0.3725,55.10M,0.242,-0.455,Services,0.114,0.43,Yes,31850000.0,101020000.0,,DRYS,1047141,0.12589073634204273,0.009501187648456089,-0.02375296912114011,-0.038004750593824244,-0.08313539192399055,0.1278,0.1222
DRYS_11-15-2017,799680.0,0.98,0.47,6200000.0,2.09,1174.98,0.98,-0.0625,8.7,11-15-2017,0.08,-955.89,,,0.1,,,-0.593,,Nov 29 AMC,2601.0,0.036000000000000004,-109100000.0,Shipping,0.6945,0.0,0.006,1.8121,0.07,430500000.0,,No,0.0,4.13,7.81,-0.9723,0.2547,0.26649999999999996,-0.0755,-0.9998999999999999,-1.0,4.04,3.79,,8.4,-0.249,-0.45399999999999996,-2.2319999999999998,48.85,,1.51,-0.0791,-0.9937999999999999,0.15259999999999999,55.10M,0.242,-0.455,Services,0.12390000000000001,0.64,Yes,31850000.0,106560000.0,,DRYS,651233,0.005277044854881341,0.0395778364116095,0.0554089709762533,0.1029023746701847,0.06596306068601576,0.094,0.1358
DSW_11-17-2017,25.96,15.14,0.76,2350000.0,0.81,12.12,3.43,0.0693,3.0,11-17-2017,0.0,1.49,0.056100000000000004,0.17,0.0473,0.53,1.58,-0.083,-0.013999999999999999,Nov 21 BMO,12600.0,0.282,121100000.0,Apparel Stores,0.006999999999999999,-0.2025,0.997,0.0168,0.0,1600000000.0,0.073,Yes,1.67,5.89,0.58,0.15560000000000002,0.0301,0.2753,0.0412,-0.1082,-0.1274,20.2,21.6,0.044000000000000004,1.1,0.084,0.128,0.129,66.92,2.8,2.98,0.0933,0.12480000000000001,0.077,2.74B,0.033,0.06,Services,0.1937,5.32,Yes,64420000.0,79090000.0,19.71,DSW,485265,0.03194444444444433,-0.0819444444444446,-0.08379629629629637,-0.04675925925925928,-0.06666666666666676,0.0406,0.0381
DSX_11-06-2017,6.2,2.36,0.16,588560.0,1.67,11.22,0.41,0.051,,11-06-2017,0.0,-1.9,0.606,0.35700000000000004,0.05,-0.2,-0.37,-0.292,-1.3840000000000001,Nov 21 BMO,1018.0,0.256,-157600000.0,Shipping,0.17800000000000002,0.0,0.489,-0.0033,0.58,409920000.0,-0.591,Yes,0.35,9.69,3.3,-0.0101,-0.0319,-0.036699999999999997,-0.0125,0.3046,0.6417,3.94,4.14,,,-0.09300000000000001,-0.14800000000000002,-0.053,58.57,2.8,7.28,0.0322,0.0173,0.0375,124.20M,0.336,-0.15,Services,0.0313,5.24,Yes,98520000.0,104040000.0,4.68,DSX,329180,0.06038647342995174,0.07487922705314021,0.026570048309178862,0.0,-0.045893719806763156,0.0355,0.037599999999999995
DSW_11-21-2017,25.96,15.14,0.84,2440000.0,0.81,12.12,3.7,-0.1198,3.0,11-21-2017,0.0,1.49,0.056100000000000004,0.17,0.0473,0.53,1.58,-0.083,-0.013999999999999999,Nov 21 BMO,12600.0,0.282,121100000.0,Apparel Stores,0.006999999999999999,-0.2151,,0.0331,0.0,1650000000.0,0.073,Yes,1.86,6.08,0.6,0.3899,0.10439999999999999,0.2225,0.1483,-0.0053,-0.016200000000000003,22.53,19.83,0.044000000000000004,1.1,0.084,0.128,0.129,48.08,2.7,6.71,-0.0053,0.0318,-0.0177,2.74B,0.033,0.06,Services,0.1937,5.12,Yes,64420000.0,73280000.0,19.86,DSW,1175509,-0.0020171457387795355,0.03832576903681306,0.016641452344932084,,,0.0436,0.038900000000000004
DVAX_11-06-2017,24.45,3.2,1.12,1960000.0,1.4,2.57,,0.0718,,11-06-2017,,-2.48,0.055,,,-0.07,-1.33,0.055,0.10099999999999999,Nov 13 BMO,251.0,,-102000000.0,Biotechnology,0.0040999999999999995,0.0,0.616,-0.0083,,1300000000.0,,Yes,8.41,,169.15,2.9273000000000002,-0.10279999999999999,0.1739,-0.0046,4.4684,1.2154,21.6,23.15,,,,,-1.2409999999999999,61.15,1.8,2.19,0.0767,1.1194,0.1121,7.70M,-0.5,-0.126,Healthcare,0.13449999999999998,4.07,No,59500000.0,60300000.0,24.75,DVAX,330478,-0.079913606911447,-0.0755939524838013,-0.16198704103671713,-0.22030237580993517,-0.24622030237580994,0.059500000000000004,0.0521
DVA_11-08-2017,70.16,53.58,1.52,2040000.0,0.98,26.61,4.86,-0.0857,1.5,11-08-2017,1.79,6.51,0.0572,1.551,0.1253,0.94,3.79,0.10800000000000001,2.443,Nov 07 AMC,70300.0,0.26899999999999996,1300000000.0,Specialized Health Services,0.001,-0.1769,0.863,-0.008199999999999999,1.75,11200000000.0,0.16399999999999998,Yes,2.22,12.13,0.75,-0.1139,0.0941,0.0432,-0.029300000000000003,-0.0816,0.0192,58.96,53.91,0.087,1.4,0.068,0.264,0.105,31.28,2.8,4.62,-0.0877,-0.1509,-0.0842,15.02B,0.043,0.17,Healthcare,0.0433,3.99,Yes,187490000.0,189950000.0,64.3,DVA,676180,0.023743275830087285,0.018363939899833204,0.01112966054535347,0.0029679094787609106,0.024299758857354803,0.0241,0.0253
DXCM_11-02-2017,88.8,42.62,1.97,2029999.9999999998,0.2,4.09,5.75,0.0892,6.2,11-02-2017,0.0,-0.77,0.462,1.139,0.35,-0.16,-0.43,-0.027999999999999997,-0.087,Nov 01 AMC,1900.0,0.679,-65000000.0,Medical Laboratories & Research,0.017,-0.0454,,0.021,0.93,3870000000.0,-0.124,Yes,10.97,7.8,6.12,-0.4048,-0.0492,-0.36579999999999996,0.0038,-0.2486,-0.4243,44.86,48.86,-0.10300000000000001,5.8,-0.128,-0.221,-0.228,46.2,1.8,3.62,0.07150000000000001,-0.31370000000000003,-0.1754,632.70M,0.243,0.49700000000000005,Healthcare,0.15289999999999998,6.4,Yes,85160000.0,86370000.0,70.05,DXCM,547151,-0.0069586573884566905,0.01821530904625468,0.019443307408923527,0.013917314776913603,0.03786328284895624,0.0254,0.027200000000000002
DXPE_11-03-2017,42.0,20.57,0.99,81400.0,2.73,14.79,0.14,-0.0717,0.8,11-03-2017,0.86,0.84,0.7493000000000001,-0.324,0.2,0.18,1.33,-0.254,1.179,Nov 03 BMO,2453.0,0.27399999999999997,14800000.0,Industrial Equipment Wholesale,0.095,-0.004,0.778,-0.0018,0.01,537600000.0,0.033,Yes,2.09,215.04,0.57,-0.1232,-0.0246,0.0925,-0.0255,-0.1091,0.4752,30.95,28.73,0.016,0.6,0.024,0.061,0.035,34.08,2.0,1.51,-0.094,-0.1422,-0.0496,941.50M,-0.021,0.036000000000000004,Services,0.030699999999999998,5.94,Yes,15730000.0,17370000.0,45.0,DXPE,9116,-0.07030978071702054,-0.09919944309084583,-0.08458057779324746,-0.07587887225896273,-0.08597285067873295,0.0435,0.026600000000000002
DY_11-20-2017,110.64,70.33,2.1,638260.0,1.31,21.6,1.27,0.0662,2.9,11-20-2017,1.13,4.92,0.2912,-0.105,0.1233,0.9,5.59,0.33899999999999997,0.264,Nov 21 BMO,14225.0,0.21600000000000003,157200000.0,Heavy Construction,0.035,0.0,,-0.046,1.1,2730000000.0,0.09,Yes,4.17,70.84,0.89,-0.16820000000000002,0.0643,0.1832,-0.0108,0.12140000000000001,-0.0161,90.04,96.0,0.051,1.5,0.085,0.249,0.127,70.53,1.6,7.94,0.08470000000000001,0.0735,0.1276,3.07B,-0.011000000000000001,0.20600000000000002,Industrial Goods,0.17149999999999999,7.98,Yes,29680000.0,30370000.0,99.8,DY,389097,0.055208333333333304,0.06635416666666671,0.08416666666666672,0.07416666666666671,,0.0296,0.024399999999999998
EBS_11-03-2017,41.46,24.47,0.78,288440.0,1.27,15.13,7.78,0.0808,7.0,11-03-2017,0.4,1.37,0.46240000000000003,2.815,0.16670000000000001,0.41,2.26,0.14800000000000002,-0.345,Nov 02 AMC,1098.0,0.69,67800000.0,Biotechnology,0.049,-0.1038,0.884,0.008100000000000001,0.4,1630000000.0,0.215,Yes,2.65,5.15,3.17,0.35719999999999996,-0.0126,0.1384,0.0018,0.2195,0.5749,40.05,43.28,0.14400000000000002,6.0,0.077,0.124,0.08,73.18,1.8,3.78,0.0732,0.2916,0.11,512.20M,0.105,0.12300000000000001,Healthcare,0.0758,8.79,Yes,33450000.000000004,40580000.0,44.0,EBS,80993,-0.0016173752310536527,-0.0739371534195934,-0.06700554528650648,-0.06515711645101663,-0.06954713493530496,0.023,0.0182
